Source,Price,Location,Sqm,Rooms
Domiporta,'545 000',Pruszków,38,2
Domiporta,'749 000',Warszawa,57,3
Domiporta,'339 000',Warszawa,30,1
Domiporta,'500 000',Warszawa,62,3
Domiporta,'560 000',Warszawa,79,4
Domiporta,'770 000',Warszawa,57.50,3
Domiporta,'1 350 000',Warszawa,52,2
Domiporta,'690 000',Warszawa,55,2
Domiporta,'780 000',Warszawa,55,3
Domiporta,'680 000',Warszawa,47,3
Domiporta,'830 000',Józefosław,102,3
Domiporta,'680 000',Warszawa,90,3
Domiporta,'899 000',Warszawa,87,4
Domiporta,'1 513 000',Proszowice,33.98,2
Domiporta,'1 799 000',Kraków,37.95,2
Domiporta,'238 000',Kraków,58.58,3
Domiporta,'360 000',Więcławice Stare,51.15,4
Domiporta,'610 000',Kraków,71.10,4
Domiporta,'585 000',Kraków,41.50,2
Domiporta,'694 000',Kraków,50.62,2
Domiporta,'470 000',Kraków,47.10,3
Domiporta,'599 000',Kraków,73,3
Domiporta,'430 000',Skawina,54,2
Domiporta,'728 000',Kraków,47.40,3
Domiporta,'350 000',Kraków,52.16,3
Domiporta,'580 000',Kraków,85.96,3
Domiporta,'598 000',Kraków,70.49,3
Domiporta,'799 000',Kraków,81.24,4
Domiporta,'979 811',Kraków,36.46,2
Domiporta,'680 000',Kraków,50.20,2
Domiporta,'415 000',Warszawa,72.40,3
Domiporta,'474 000',Warszawa,87,4
Domiporta,'1 440 000',Warszawa,66.62,3
Domiporta,'1 799 000',Warszawa,64.34,3
Domiporta,'1 200 000',Warszawa,106.60,4
Domiporta,'835 000',Warszawa,94.74,3
Domiporta,'2 950 000',Warszawa,50.95,2
Domiporta,'1 420 000',Warszawa,75.17,2
Domiporta,'899 000',Warszawa,159.30,4
Domiporta,'1 327 000',Warszawa,47.40,2
Domiporta,'3 650 000',Warszawa,83.41,3
Domiporta,'830 000',Warszawa,115.38,3
Domiporta,'1 650 000',Warszawa,112.65,4
Domiporta,'2 653 740',Warszawa,181.56,5
Domiporta,'2 534 625',Warszawa,134.84,5
Domiporta,'5 265 240',Warszawa,186.35,5
Domiporta,'2 420 000',Warszawa,64,2
Domiporta,'3 800 000',Warszawa,120,3
Domiporta,'1 100 000',Warszawa,127,4
Domiporta,'2 388 000',Warszawa,203,6
Domiporta,'1 690 000',Warszawa,103,4
Domiporta,'3 857 000',Warszawa,159,4
Domiporta,'2 780 000',Warszawa,164.88,4
Domiporta,'3 179 000',Warszawa,131.84,5
Domiporta,'3 240 934',Warszawa,204,5
Domiporta,'1 889 990',Warszawa,222.80,5
Domiporta,'2 950 000',Warszawa,115.90,4
Domiporta,'Zapytaj o c',Warszawa,83.42,3
Domiporta,'1 950 000',Warszawa,62.47,3
Domiporta,'1 390 000',Warszawa,163.80,5
Domiporta,'1 218 165',Warszawa,35.92,2
Domiporta,'3 280 000',Warszawa,49.55,1
Domiporta,'975 000',Warszawa,96,3
Domiporta,'889 000',Warszawa,182,4
Domiporta,'1 300 000',Warszawa,120.70,5
Domiporta,'4 277 000',Zabrze,37.50,2
Domiporta,'1 400 000',Zabrze,29.30,2
Domiporta,'180 000',Bytom,52.08,2
Domiporta,'139 000',Ruda Śląska,48.96,2
Domiporta,'199 000',Pruszków,84.88,3
Domiporta,'235 000',Warszawa,62.63,3
Domiporta,'600 000',Mark,130,4
Domiporta,'795 000',Mark,65,3
Domiporta,'595 000',Warszawa,59.70,3
Domiporta,'485 000',Kraków,44.35,2
Domiporta,'629 000',Kraków,88.10,4
Domiporta,'519 000',Kraków,18,1
Domiporta,'839 000',Kraków,54,2
Domiporta,'225 500',Łomianki,56.22,2
Domiporta,'499 000',Kraków,61,3
Domiporta,'550 000',Kraków,72,3
Domiporta,'548 000',Łomianki,88.31,4
Domiporta,'849 000',Kraków,44.82,2
Domiporta,'730 000',Kraków,41.16,2
Domiporta,'490 000',Warszawa,45.53,2
Domiporta,'449 000',Warszawa,91,3
Domiporta,'730 000',Warszawa,39.50,2
Domiporta,'1 200 000',Warszawa,54.50,3
Domiporta,'630 000',Warszawa,42.38,2
Domiporta,'940 000',Warszawa,30,2
Domiporta,'950 000',Warszawa,109,3
Domiporta,'615 000',Warszawa,35,1
Domiporta,'2 750 000',Warszawa,45,2
Domiporta,'519 000',Warszawa,38.80,2
Domiporta,'960 000',Warszawa,53,3
Domiporta,'645 000',Costa Del Sol,106.30,4
Domiporta,'699 000',Costa Del Sol,156.72,4
Domiporta,'1 890 000',Costa Blanca,71,3
Domiporta,'1 552 500',Costa Blanca,65,3
Domiporta,'855 000',Warszawa,34,2
Domiporta,'670 500',Warszawa,85,4
Domiporta,'565 000',Warszawa,38,2
Domiporta,'2 400 000',Warszawa,43.37,2
Domiporta,'390 000',Warszawa,36.56,2
Domiporta,'465 000',Nowy Dwór Mazowiecki,56.44,3
Domiporta,'699 000',Warszawa,52.40,2
Domiporta,'340 000',Warszawa,94.10,4
Domiporta,'659 000',Costa Del Sol,68.62,3
Domiporta,'1 780 000',Olsztyn,66.25,3
Domiporta,'1 174 500',Warszawa,47.10,2
Domiporta,'429 000',Warszawa,49,2
Domiporta,'599 000',Warszawa,47,3
Domiporta,'849 000',Warszawa,53,3
Domiporta,'485 000',Warszawa,45,2
Domiporta,'750 000',Warszawa,55.48,2
Domiporta,'650 000',Żyrardów,47.71,2
Domiporta,'879 000',Jabłonna,38,2
Domiporta,'381 298',Żyrardów,65,3
Domiporta,'390 000',Warszawa,54,3
Domiporta,'533 520',Warszawa,27,1
Domiporta,'895 000',Warszawa,57.10,3
Domiporta,'480 000',Warszawa,50,3
Domiporta,'570 000',Costa Del Sol,136.94,4
Domiporta,'589 000',Warszawa,57,3
Domiporta,'2 020 500',Costa Blanca,58,3
Domiporta,'683 000',Costa Blanca,90,3
Domiporta,'1 062 000',Costa Blanca,101,3
Domiporta,'884 250',Warszawa,60,3
Domiporta,'1 305 000',Costa Blanca,71,4
Domiporta,'679 000',Costa Blanca,77.80,3
Domiporta,'884 250',Warszawa,53,2
Domiporta,'760 500',Warszawa,58.80,3
Domiporta,'840 000',Warszawa,205,6
Domiporta,'610 000',Warszawa,46,2
Domiporta,'2 700 000',Warszawa,37,2
Domiporta,'570 000',Warszawa,53,2
Domiporta,'469 000',Costa Blanca,82,3
Domiporta,'800 300',Costa Blanca,72,3
Domiporta,'1 327 500',Costa Blanca,76,3
Domiporta,'1 188 000',Warszawa,46.70,3
Domiporta,'1 080 000',Warszawa,44,2
Domiporta,'515 000',Warszawa,49,3
Domiporta,'720 000',Costa Blanca,51,3
Domiporta,'720 000',Warszawa,42.30,2
Domiporta,'535 500',Warszawa,39.24,2
Domiporta,'660 000',Warszawa,44.50,2
Domiporta,'740 000',Warszawa,85.62,3
Domiporta,'990 000',Warszawa,70.50,3
Domiporta,'1 618 218',Warszawa,50,2
Domiporta,'1 295 000',Warszawa,100,3
Domiporta,'685 000',Warszawa,86,3
Domiporta,'1 500 000',Warszawa,39.20,2
Domiporta,'2 279 000',Warszawa,46.29,3
Domiporta,'565 000',Warszawa,36.50,2
Domiporta,'509 000',Warszawa,36,2
Domiporta,'420 000',Costa Blanca,98,4
Domiporta,'600 000',Warszawa,45.60,3
Domiporta,'1 750 500',Warszawa,130.65,4
Domiporta,'590 000',Costa Blanca,68.56,3
Domiporta,'5 684 000',Costa Blanca,70.85,3
Domiporta,'805 500',Warszawa,146.46,7
Domiporta,'810 000',Warszawa,36,2
Domiporta,'1 999 000',Costa Blanca,46.40,2
Domiporta,'545 000',Warszawa,52.16,2
Domiporta,'1 057 500',Warszawa,49.70,2
Domiporta,'755 000',Warszawa,44,2
Domiporta,'600 000',Warszawa,78.40,2
Domiporta,'540 000',Warszawa,67.70,3
Domiporta,'1 568 000',Costa Blanca,110,3
Domiporta,'960 000',Warszawa,27.99,1
Domiporta,'1 669 500',Warszawa,38,2
Domiporta,'420 000',Warszawa,56.50,3
Domiporta,'490 000',Costa Blanca,75,3
Domiporta,'618 000',Costa Blanca,90,4
Domiporta,'850 500',Costa Blanca,65,3
Domiporta,'674 550',Warszawa,46.50,3
Domiporta,'620 550',Warszawa,45,2
Domiporta,'650 000',Warszawa,58.75,3
Domiporta,'699 000',Warszawa,100,4
Domiporta,'684 437',Costa Blanca,61,3
Domiporta,'1 590 000',Warszawa,150.60,5
Domiporta,'900 000',Warszawa,46.50,3
Domiporta,'2 100 000',Legionowo,56.03,2
Domiporta,'655 000',Warszawa,69.38,3
Domiporta,'419 000',Warszawa,39,2
Domiporta,'1 030 000',Warszawa,123,6
Domiporta,'595 000',Warszawa,45.80,2
Domiporta,'1 990 000',Warszawa,46.46,1
Domiporta,'525 000',Ustka,48.34,2
Domiporta,'770 000',Warszawa,77,3
Domiporta,'365 000',Warszawa,33,1
Domiporta,'1 500 000',Warszawa,47.96,3
Domiporta,'419 000',Piastów,39.19,1
Domiporta,'1 150 000',Warszawa,56,2
Domiporta,'360 500',Warszawa,57,3
Domiporta,'838 000',Warszawa,37,1
Domiporta,'579 000',Legionowo,64,5
Domiporta,'515 000',Chocianów,60,3
Domiporta,'569 000',Warszawa,227.33,4
Domiporta,'170 000',Warszawa,190.73,3
Domiporta,'7 047 230',Warszawa,137.28,4
Domiporta,'5 531 170',Warszawa,55.50,3
Domiporta,'4 530 240',Warszawa,56,2
Domiporta,'480 000',Warszawa,46,2
Domiporta,'699 500',Warszawa,48.02,2
Domiporta,'485 000',Warszawa,64.06,3
Domiporta,'770 000',Warszawa,35.14,1
Domiporta,'790 000',Płock,124.43,3
Domiporta,'498 000',Warszawa,55.40,3
Domiporta,'650 000',Warszawa,47.80,3
Domiporta,'515 000',Warszawa,37.40,2
Domiporta,'840 000',Warszawa,83.16,4
Domiporta,'485 000',Warszawa,48,3
Domiporta,'996 000',Warszawa,78,4
Domiporta,'640 000',Warszawa,45,2
Domiporta,'1 245 000',Warszawa,31,1
Domiporta,'619 000',Warszawa,59.76,3
Domiporta,'315 000',Warszawa,31,1
Domiporta,'750 000',Warszawa,57,3
Domiporta,'434 000',Warszawa,39.70,2
Domiporta,'1 300 000',Warszawa,108,4
Domiporta,'449 000',Warszawa,66.40,2
Domiporta,'1 188 000',Warszawa,69.50,3
Domiporta,'849 000',Warszawa,80,3
Domiporta,'1 329 000',Bydgoszcz,50.77,3
Domiporta,'1 600 000',Gdańsk,51.90,2
Domiporta,'537 810',Rotmanka,59.71,3
Domiporta,'485 000',Gdańsk,65.23,3
Domiporta,'514 900',Warszawa,68.10,3
Domiporta,'899 000',Warszawa,64.80,3
Domiporta,'849 000',Warszawa,46.68,2
Domiporta,'640 000',Warszawa,26.20,1
Domiporta,'740 000',Warszawa,72.13,4
Domiporta,'399 000',Warszawa,31.14,1
Domiporta,'800 000',Piastów,36,1
Domiporta,'460 000',Warszawa,192.93,6
Domiporta,'320 000',Warszawa,33.56,1
Domiporta,'2 850 000',Warszawa,81.48,3
Domiporta,'660 000',Warszawa,42,2
Domiporta,'1 425 900',Warszawa,41.60,2
Domiporta,'409 000',Warszawa,62.83,3
Domiporta,'455 000',Warszawa,94,3
Domiporta,'595 000',Warszawa,42.68,2
Domiporta,'1 350 000',Warszawa,37.50,2
Domiporta,'520 572',Warszawa,89.50,3
Domiporta,'409 000',Kraków,72,3
Domiporta,'885 000',Warszawa,140,5
Domiporta,'1 699 000',Warszawa,121,4
Domiporta,'3 600 000',Warszawa,53.30,2
Domiporta,'1 700 000',Warszawa,58.89,3
Domiporta,'460 000',Warszawa,60,3
Domiporta,'720 000',Warszawa,72.10,4
Domiporta,'540 000',Warszawa,56.70,2
Domiporta,'875 000',Warszawa,42,2
Domiporta,'635 000',Warszawa,44,2
Domiporta,'480 000',Warszawa,70.50,3
Domiporta,'550 000',Warszawa,63,3
Domiporta,'1 274 170',Warszawa,46.10,2
Domiporta,'899 000',Warszawa,62.90,3
Domiporta,'665 000',Warszawa,56,2
Domiporta,'619 000',Warszawa,54,3
Domiporta,'820 000',Warszawa,51.50,2
Domiporta,'550 000',Warszawa,84,3
Domiporta,'639 000',Warszawa,60.60,3
Domiporta,'2 250 000',Warszawa,23.20,1
Domiporta,'660 000',Warszawa,37.60,2
Domiporta,'439 000',Warszawa,51.50,2
Domiporta,'447 000',Piaseczno,187,7
Domiporta,'1 099 000',Warszawa,65.73,2
Domiporta,'1 450 000',Warszawa,137.01,5
Domiporta,'945 000',Warszawa,61.80,3
Domiporta,'2 799 000',Warszawa,55.90,2
Domiporta,'675 000',Warszawa,46.10,2
Domiporta,'726 000',Warszawa,67,3
Domiporta,'750 000',Warszawa,57.20,2
Domiporta,'970 000',Warszawa,49,2
Domiporta,'989 000',Warszawa,58,3
Domiporta,'612 500',Warszawa,48,3
Domiporta,'810 000',Warszawa,34.80,1
Domiporta,'719 000',Warszawa,46.60,3
Domiporta,'499 000',Warszawa,67.72,2
Domiporta,'555 000',Warszawa,58.20,3
Domiporta,'1 350 000',Warszawa,55.97,2
Domiporta,'785 000',Warszawa,57,3
Domiporta,'780 000',Warszawa,39,1
Domiporta,'989 000',Warszawa,44,2
Domiporta,'1 180 000',Warszawa,55.20,2
Domiporta,'780 000',Gdańsk,61.75,3
Domiporta,'712 080',Warszawa,46.62,2
Domiporta,'439 000',Gdańsk,34,2
Domiporta,'850 815',Warszawa,44.50,2
Domiporta,'799 000',Warszawa,42.50,2
Domiporta,'425 000',Warszawa,57.61,2
Domiporta,'475 000',Warszawa,45.37,3
Domiporta,'800 000',Warszawa,61.22,3
Domiporta,'480 000',Warszawa,45.95,2
Domiporta,'995 000',Kraków,73.20,3
Domiporta,'644 000',Łódź,107,3
Domiporta,'1 140 000',Łódź,56.34,3
Domiporta,'460 000',Łódź,65.20,2
Domiporta,'365 000',Łódź,45.10,2
Domiporta,'445 000',Gdynia,55.60,3
Domiporta,'245 000',Warszawa,34.47,2
Domiporta,'480 000',Kraków,140.45,5
Domiporta,'640 000',Warszawa,132.02,5
Domiporta,'2 295 000',Warszawa,303,4
Domiporta,'3 310 000',Warszawa,75,4
Domiporta,'6 544 800',Gdynia,47,2
Domiporta,'699 000',Piaseczno,63,3
Domiporta,'425 000',Warszawa,108.21,3
Domiporta,'550 000',Warszawa,64.05,2
Domiporta,'1 990 000',Warszawa,38.80,2
Domiporta,'920 000',Warszawa,82.21,4
Domiporta,'565 000',Warszawa,33.93,1
Domiporta,'855 000',Warszawa,146.35,5
Domiporta,'500 000',Warszawa,84,4
Domiporta,'1 000 000',Warszawa,63.50,3
Domiporta,'1 600 000',Warszawa,66.34,3
Domiporta,'650 000',Warszawa,37,2
Domiporta,'740 000',Warszawa,41.20,2
Domiporta,'530 000',Warszawa,194.95,5
Domiporta,'460 000',Warszawa,39.63,2
Domiporta,'1 505 900',Warszawa,38.50,2
Domiporta,'520 000',Warszawa,37.50,2
Domiporta,'430 000',Warszawa,58.63,2
Domiporta,'435 000',Warszawa,35.62,2
Domiporta,'820 820',Warszawa,61.91,3
Domiporta,'695 000',Warszawa,57.10,2
Domiporta,'699 000',Warszawa,51,2
Domiporta,'1 080 000',Warszawa,73.70,4
Domiporta,'570 000',Warszawa,28.94,1
Domiporta,'775 000',Warszawa,134.70,5
Domiporta,'500 000',Warszawa,46.17,3
Domiporta,'1 990 000',Warszawa,84.90,4
Domiporta,'585 000',Warszawa,91.74,3
Domiporta,'1 200 000',Warszawa,53.92,2
Domiporta,'875 000',Warszawa,32.20,2
Domiporta,'1 280 000',Warszawa,66.70,3
Domiporta,'375 000',Warszawa,71.10,3
Domiporta,'699 000',Warszawa,55.80,3
Domiporta,'1 100 000',Warszawa,55.80,3
Domiporta,'998 000',Gdańsk,40.26,2
Domiporta,'998 000',Warszawa,112,4
Domiporta,'440 000',Warszawa,82,4
Domiporta,'925 000',Warszawa,303,4
Domiporta,'2 051 000',Warszawa,242.53,6
Domiporta,'6 545 000',Warszawa,100,3
Domiporta,'4 950 000',Warszawa,87,3
Domiporta,'1 300 000',Warszawa,121.87,4
Domiporta,'1 599 000',Warszawa,209.46,5
Domiporta,'2 500 000',Warszawa,61,2
Domiporta,'3 850 000',Warszawa,89,4
Domiporta,'940 000',Warszawa,69,3
Domiporta,'1 350 000',Warszawa,58,2
Domiporta,'1 080 000',Warszawa,90.69,3
Domiporta,'1 530 000',Radom,36,2
Domiporta,'1 540 000',Warszawa,105.31,3
Domiporta,'232 200',Warszawa,88,4
Domiporta,'2 490 000',Warszawa,262,5
Domiporta,'2 400 000',Warszawa,132,4
Domiporta,'6 500 000',Warszawa,69.28,3
Domiporta,'3 190 000',Warszawa,42,2
Domiporta,'875 000',Warszawa,46.16,2
Domiporta,'840 000',Warszawa,45.50,2
Domiporta,'920 000',Olsztyn,36.58,2
Domiporta,'865 000',Chorzów,99,4
Domiporta,'305 000',Warszawa,37.90,2
Domiporta,'999 000',Kraków,50.83,3
Domiporta,'599 000',Warszawa,135.60,4
Domiporta,'899 000',Bytów,44,2
Domiporta,'3 150 000',Gdańsk,40,2
Domiporta,'350 000',Warszawa,74,3
Domiporta,'449 000',Warszawa,60.50,2
Domiporta,'669 000',Warszawa,86.25,3
Domiporta,'930 000',Warszawa,44,2
Domiporta,'999 000',Warszawa,55.42,2
Domiporta,'550 000',Warszawa,42,2
Domiporta,'739 000',Warszawa,47.80,2
Domiporta,'500 000',Warszawa,46,2
Domiporta,'575 000',Warszawa,91.80,3
Domiporta,'485 000',Warszawa,183,4
Domiporta,'3 000 000',Warszawa,173.66,4
Domiporta,'2 150 000',Warszawa,70,3
Domiporta,'4 800 000',Warszawa,167.10,4
Domiporta,'920 000',Warszaw,86,4
Domiporta,'2 100 000',Warszawa,155,5
Domiporta,'1 050 000',Warszawa,262.50,5
Domiporta,'2 290 000',Warszawa,70.27,2
Domiporta,'6 500 000',Warszawa,50.50,2
Domiporta,'1 100 000',Warszawa,145.10,4
Domiporta,'1 100 000',Warszawa,114,4
Domiporta,'1 625 000',Warszawa,55,3
Domiporta,'1 490 000',Warszawa,54,3
Domiporta,'799 000',Warszawa,80.93,3
Domiporta,'735 000',Warszawa,197.46,4
Domiporta,'1 600 000',Warszawa,63,2
Domiporta,'3 900 000',Warszawa,67,2
Domiporta,'2 158 400',Warszawa,103.50,3
Domiporta,'950 000',Piaseczno,37,2
Domiporta,'2 484 000',Sopot,145,4
Domiporta,'330 000',Warszawa,42,2
Domiporta,'2 600 000',Kraków,79,3
Domiporta,'790 000',Szczecin,46.80,2
Domiporta,'1 050 000',Warszawa,105,4
Domiporta,'360 000',Warszawa,37.50,2
Domiporta,'2 999 000',Warszawa,27,1
Domiporta,'517 000',Warszawa,52.99,2
Domiporta,'472 000',Warszawa,53.27,2
Domiporta,'1 113 000',Choszczn,48,3
Domiporta,'1 331 750',Warszawa,85.30,3
Domiporta,'189 000',Sopot,100,3
Domiporta,'2 000 000',Warszawa,98.06,3
Domiporta,'1 800 000',Wieliczka,68.89,3
Domiporta,'1 395 600',Warszawa,101.13,3
Domiporta,'620 010',Kraków,66.85,3
Domiporta,'1 810 000',Kraków,53.86,2
Domiporta,'715 295',Warszawa,33,2
Domiporta,'603 232',Warszawa,85.50,4
Domiporta,'460 000',Warszawa,38.46,2
Domiporta,'899 000',Warszawa,38,2
Domiporta,'740 000',Warszawa,73.30,5
Domiporta,'675 000',Warszawa,61.50,3
Domiporta,'799 000',Warszawa,158.80,4
